date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:24:02	8937/8937	---MCZ	200	added ('OK')	text/css	etag:W/%226352ed12-22e9%22	https://www.devopseasylearning.com/wp-content/plugins/wp-events-manager/inc/libraries//magnific-popup/css/magnific-popup.css?ver=6.3.1	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/wp-events-manager/inc/libraries/magnific-popup/css/magnific-popup9b30.css	(from https://www.devopseasylearning.com/registration/)
20:24:02	3687/3687	---MCZ	200	added ('OK')	text/css	etag:W/%226352ed12-e67%22	https://www.devopseasylearning.com/wp-content/plugins/wp-events-manager/assets//css/frontend/events.min.css?ver=6.3.1	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/wp-events-manager/assets/css/frontend/events.min9b30.css	(from https://www.devopseasylearning.com/registration/)
20:24:03	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Oct%202023%2017:24:02%20GMT	http://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/jquery.dropdown.min.css?ver=4.5.3.2	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/jquery.dropdown.minaaf6.css	(from https://www.devopseasylearning.com/registration/)
20:24:03	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Oct%202023%2017:24:02%20GMT	http://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/themes/legacy/templates/learndash_lesson_video.min.css?ver=4.5.3.2	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/themes/legacy/templates/learndash_lesson_video.minaaf6.css	(from https://www.devopseasylearning.com/registration/)
20:24:03	1615/1615	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3e1-64f%22	https://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/jquery.dropdown.min.css?ver=4.5.3.2	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/jquery.dropdown.minaaf6.css	(from https://www.devopseasylearning.com/registration/)
20:24:03	1760/1760	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3e1-6e0%22	https://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/themes/legacy/templates/learndash_lesson_video.min.css?ver=4.5.3.2	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/themes/legacy/templates/learndash_lesson_video.minaaf6.css	(from https://www.devopseasylearning.com/registration/)
20:24:03	36099/36099	---MCZ	200	added ('OK')	text/css	etag:W/%2263dc061d-8d03%22	https://www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/jquery.ui.datepicker.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/jquery.ui.datepicker1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:04	14966/14966	---MCZ	200	added ('OK')	text/css	etag:W/%2263dc061d-3a76%22	https://www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/select2.min.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/select2.min1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:04	134217/134217	---MCZ	200	added ('OK')	text/css	etag:W/%2263dc061d-20c49%22	https://www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/ld-dashboard-public.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/ld-dashboard-public1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:05	32409/32409	---MCZ	200	added ('OK')	text/css	etag:W/%2263dc061d-7e99%22	https://www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/ld-dashboard-public-zoom.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/css/ld-dashboard-public-zoom1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Oct%202023%2017:24:04%20GMT	http://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes-rtl.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes-rtl1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:05	20327/20327	---MCZ	200	added ('OK')	text/css	etag:W/%2263dc061d-4f67%22	https://www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/icons/ld-icons.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/ld-dashboard/public/icons/ld-icons1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:05	1934/1934	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3e1-78e%22	https://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes-rtl.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes-rtl1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Oct%202023%2017:24:05%20GMT	http://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:06	1933/1933	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3e1-78d%22	https://www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes.css?ver=5.9.7	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/sfwd-lms/assets/css/learndash-admin-shortcodes1014.css	(from https://www.devopseasylearning.com/registration/)
20:24:06	15507/15507	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa387-3c93%22	https://www.devopseasylearning.com/wp-content/uploads/astra-addon/astra-addon-646fa387b70225-47580217.css?ver=4.1.5	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/astra-addon/astra-addon-646fa387b70225-4758021731a4.css	(from https://www.devopseasylearning.com/registration/)
20:24:06	19443/19443	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3a3-4bf3%22	https://www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://www.devopseasylearning.com/registration/)
20:24:06	135068/135068	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3a2-20f9c%22	https://www.devopseasylearning.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.13.3	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor/assets/css/frontend.min0fa4.css	(from https://www.devopseasylearning.com/registration/)
20:24:07	12876/12876	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3a3-324c%22	https://www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://www.devopseasylearning.com/registration/)
20:24:07	1166/1166	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3af-48e%22	https://www.devopseasylearning.com/wp-content/uploads/elementor/css/post-2700.css?ver=1685037999	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/elementor/css/post-2700bee4.css	(from https://www.devopseasylearning.com/registration/)
20:24:07	8153/8153	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3b1-1fd9%22	https://www.devopseasylearning.com/wp-content/plugins/embedpress/assets/css/embedpress-elementor.css?ver=3.7.2	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/embedpress/assets/css/embedpress-elementorf3df.css	(from https://www.devopseasylearning.com/registration/)
20:24:07	416982/416982	---MCZ	200	added ('OK')	text/css	etag:W/%2263f90b34-65cd6%22	https://www.devopseasylearning.com/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.11.2	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor-pro/assets/css/frontend.min991d.css	(from https://www.devopseasylearning.com/registration/)
20:24:07	48148/48148	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3b0-bc14%22	https://www.devopseasylearning.com/wp-content/uploads/elementor/css/global.css?ver=1685038000	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/elementor/css/global02c6.css	(from https://www.devopseasylearning.com/registration/)
20:24:08	4395/4395	---MCZ	200	added ('OK')	text/css	etag:W/%22646fc9d5-112b%22	https://www.devopseasylearning.com/wp-content/uploads/elementor/css/post-2708.css?ver=1685047765	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/elementor/css/post-27081c53.css	(from https://www.devopseasylearning.com/registration/)
20:24:08	3933/3933	---MCZ	200	added ('OK')	text/css	etag:W/%2264467816-f5d%22	https://www.devopseasylearning.com/wp-content/plugins/fluentform/public/css/fluent-forms-elementor-widget.css?ver=4.3.25	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/fluentform/public/css/fluent-forms-elementor-widget163a.css	(from https://www.devopseasylearning.com/registration/)
20:24:08	14938/14938	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3af-3a5a%22	https://www.devopseasylearning.com/wp-content/uploads/elementor/css/post-24218.css?ver=1685037999	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/elementor/css/post-24218bee4.css	(from https://www.devopseasylearning.com/registration/)
20:24:08	16266/16266	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3af-3f8a%22	https://www.devopseasylearning.com/wp-content/uploads/elementor/css/post-24236.css?ver=1685037999	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/elementor/css/post-24236bee4.css	(from https://www.devopseasylearning.com/registration/)
20:24:09	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3a3-e238%22	https://www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.devopseasylearning.com/registration/)
20:24:09	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3a3-29d%22	https://www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://www.devopseasylearning.com/registration/)
20:24:09	677/677	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3a3-2a5%22	https://www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://www.devopseasylearning.com/registration/)
20:24:09	87482/87482	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d315ac-155ba%22	https://www.devopseasylearning.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-includes/js/jquery/jquery.min3088.js	(from https://www.devopseasylearning.com/registration/)
20:24:10	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d315ac-3509%22	https://www.devopseasylearning.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.devopseasylearning.com/registration/)
20:24:11	129/129	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c79fce-81%22	https://www.devopseasylearning.com/wp-content/plugins/juvo-session-manager-premium/public/js/juvo-session-manager-freemius.js?ver=1.2.0	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/juvo-session-manager-premium/public/js/juvo-session-manager-freemius7359.js	(from https://www.devopseasylearning.com/registration/)
20:24:11	6928/6928	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c79fce-1b10%22	https://www.devopseasylearning.com/wp-content/plugins/juvo-session-manager-premium/node_modules/micromodal/dist/micromodal.min.js?ver=1.2.0	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/juvo-session-manager-premium/node_modules/micromodal/dist/micromodal.min7359.js	(from https://www.devopseasylearning.com/registration/)
20:24:11	3797/3797	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c79fce-ed5%22	https://www.devopseasylearning.com/wp-content/plugins/juvo-session-manager-premium/public/js/juvo-session-manager-public.js?ver=1.2.0	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/juvo-session-manager-premium/public/js/juvo-session-manager-public7359.js	(from https://www.devopseasylearning.com/registration/)
20:24:11	110564/110564	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634e67c9-1afe4%22	https://www.devopseasylearning.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8.1	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min84f5.js	(from https://www.devopseasylearning.com/registration/)
20:24:11	64949/64949	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634e67c7-fdb5%22	https://www.devopseasylearning.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8.1	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min84f5.js	(from https://www.devopseasylearning.com/registration/)
20:24:12	10988/10988	---MCZ	200	added ('OK')	application/json	date:Fri,%2006%20Oct%202023%2017:24:12%20GMT	https://www.devopseasylearning.com/wp-json/wp/v2/pages/2708	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-json/wp/v2/pages/2708.json	(from https://www.devopseasylearning.com/registration/)
20:24:13	997432/997432	---MCZ	200	added ('OK')	application/json	date:Fri,%2006%20Oct%202023%2017:24:12%20GMT	https://www.devopseasylearning.com/wp-json/	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-json/index.html	(from https://www.devopseasylearning.com/registration/)
20:24:13	2516/2516	---MCZ	200	added ('OK')	application/json	date:Fri,%2006%20Oct%202023%2017:24:12%20GMT	https://www.devopseasylearning.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.devopseasylearning.com%2Fregistration%2F	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-json/oembed/1.0/embed3804.json	(from https://www.devopseasylearning.com/registration/)
20:24:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Oct%202023%2017:24:12%20GMT	https://www.devopseasylearning.com/?p=2708	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/index8881.html	(from https://www.devopseasylearning.com/registration/)
20:24:14	2585/2585	---MCZ	200	added ('OK')	text/xml	date:Fri,%2006%20Oct%202023%2017:24:13%20GMT	https://www.devopseasylearning.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.devopseasylearning.com%2Fregistration%2F&format=xml	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-json/oembed/1.0/embed2f92	(from https://www.devopseasylearning.com/registration/)
20:24:14	1234/1234	---M--	200	added ('OK')	image/png	etag:%22634e67ae-4d2%22	https://www.devopseasylearning.com/wp-content/uploads/2021/05/cropped-fav-1-32x32.png	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/2021/05/cropped-fav-1-32x32.png	(from https://www.devopseasylearning.com/registration/)
20:24:14	9919/9919	---M--	200	added ('OK')	image/png	etag:%22634e6730-26bf%22	https://www.devopseasylearning.com/wp-content/uploads/2021/05/cropped-fav-1-192x192.png	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/2021/05/cropped-fav-1-192x192.png	(from https://www.devopseasylearning.com/registration/)
20:24:15	9195/9195	---M--	200	added ('OK')	image/png	etag:%22634e66b4-23eb%22	https://www.devopseasylearning.com/wp-content/uploads/2021/05/cropped-fav-1-180x180.png	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/2021/05/cropped-fav-1-180x180.png	(from https://www.devopseasylearning.com/registration/)
20:24:15	19157/19157	---MCZ	200	added ('OK')	text/css	etag:W/%2263dc0380-4ad5%22	https://www.devopseasylearning.com/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/css/intlTelInput.min.css?ver=16.0.0	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/fluentformpro/public/libs/intl-tel-input/css/intlTelInput.min85e8.css	(from https://www.devopseasylearning.com/registration/)
20:24:15	151683/151683	---M--	200	added ('OK')	image/png	etag:%2263505ab1-25083%22	https://www.devopseasylearning.com/wp-content/uploads/2022/10/cropped-devops-easylearning-logo.png	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/uploads/2022/10/cropped-devops-easylearning-logo.png	(from https://www.devopseasylearning.com/registration/)
20:24:16	10712/10712	---MCZ	200	added ('OK')	text/css	etag:W/%2264467816-29d8%22	https://www.devopseasylearning.com/wp-content/plugins/fluentform/public/css/fluent-forms-public.css?ver=4.3.25	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/fluentform/public/css/fluent-forms-public163a.css	(from https://www.devopseasylearning.com/registration/)
20:24:16	16814/16814	---MCZ	200	added ('OK')	text/css	etag:W/%2264467816-41ae%22	https://www.devopseasylearning.com/wp-content/plugins/fluentform/public/css/fluentform-public-default.css?ver=4.3.25	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/fluentform/public/css/fluentform-public-default163a.css	(from https://www.devopseasylearning.com/registration/)
20:24:16	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%22646fa3a3-4824%22	https://www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.13.3	C:/Users/Zabbix/Desktop/easy/easy/www.devopseasylearning.com/wp-content/plugins/elementor/assets/lib/animations/animations.min0fa4.css	(from https://www.devopseasylearning.com/registration/)
